movieId,title
5106,"Seducing Doctor Lewis (Grande séduction, La) (2003)"
5107,Sunrise: A Song of Two Humans (1927)
5108,Shock Corridor (1963)
5109,Au revoir les enfants (1987)
5110,Pursuit of Happiness (2001)
5111,Gladiator (1992)
5112,Indestructible Man (1956)
5113,"Wasp Woman, The (1959)"
5114,Attack of the Giant Leeches (1959)
5115,Dead or Alive: Hanzaisha (1999)
5116,Lola Montès (1955)
5117,Charly (1968)
5118,Lust for Life (1956)
5119,"Dolce Vita, La (1960)"
5120,Jin Roh: The Wolf Brigade (Jin-Rô) (1998)
5121,Rush (1991)
5122,Captain Blood (1935)
5123,*batteries not included (1987)
5124,Educating Rita (1983)
5125,Sansho the Bailiff (Sanshô dayû) (1954)
5126,Zazie dans le métro (1960)
5127,"Americanization of Emily, The (1964)"
5128,Anne of the Thousand Days (1969)
5129,"Avventura, L' (Adventure, The) (1960)"
5130,Beyond the Valley of the Dolls (1970)
5131,Hiroshima Mon Amour (1959)
5132,Ugetsu (Ugetsu monogatari) (1953)
5133,"Day of the Jackal, The (1973)"
5134,Night of the Living Dead (1990)
5135,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)"
5136,I Love You Again (1940)
5137,Safety Last! (1923)
5138,While the City Sleeps (1956)
5139,Little Murders (1971)
5140,Viridiana (1961)
5141,Masterminds (1997)
5142,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979)
5143,Arizona Dream (1993)
5144,3 Women (Three Women) (1977)
5145,Grey Gardens (1975)
5146,Purple Rain (1984)
5147,Point of No Return (1993)
5148,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)"
5149,College (1927)
5150,Mitchell (1975)
5151,Used People (1992)
5152,"Front Page, The (1931)"
5153,Dolls (2002)
5154,"Man Who Came to Dinner, The (1942)"
5155,Make Way for Tomorrow (1937)
5156,"Major and the Minor, The (1942)"
5157,"Caine Mutiny, The (1954)"
5158,Black Narcissus (1947)
5159,Escape from Alcatraz (1979)
5160,Oliver Twist (1948)
5161,Shrek 2 (2004)
5162,"Day After Tomorrow, The (2004)"
5163,Raising Helen (2004)
5164,Soul Plane (2004)
5165,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003)
5166,Saved! (2004)
5167,Harry Potter and the Prisoner of Azkaban (2004)
5168,Mindhunters (2004)
5169,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)"
5170,"Chronicles of Riddick, The (2004)"
5171,Garfield: The Movie (2004)
5172,"Stepford Wives, The (2004)"
5173,"Hunting of the President, The (2004)"
5174,Napoleon Dynamite (2004)
5175,"Doctor, The (1991)"
5176,"Dresser, The (1983)"
5177,Father Hood (1993)
5178,Hello Again (1987)
5179,Hope Springs (2003)
5180,Lover Come Back (1961)
5181,Police Academy: Mission to Moscow (1994)
5182,Big Wednesday (1978)
5183,Book of Love (1990)
5184,Hour of the Wolf (Vargtimmen) (1968)
5185,Suddenly (1954)
5186,"Divorcee, The (1930)"
5187,Meet the Applegates (1991)
5188,Robot Carnival (Roboto kânibauru) (1987)
5189,Americathon (1979)
5190,Sands of Iwo Jima (1949)
5191,This Island Earth (1955)
5192,Anthony Adverse (1936)
5193,Blackboard Jungle (1955)
5194,Luna Papa (1999)
5195,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970)
5196,To Each His Own (1946)
5197,"Heiress, The (1949)"
5198,Dragon Seed (1944)
5199,Executive Suite (1954)
5200,Johnny Belinda (1948)
5201,Super Size Me (2004)
5202,Johnny Eager (1942)
5203,"Jetée, La (1962)"
5204,Northwest Passage (1940)
5205,"Picture of Dorian Gray, The (1945)"
5206,"Human Condition I, The (Ningen no joken I) (1959)"
5207,Please Don't Eat the Daisies (1960)
5208,White Heat (1949)
5209,"Christmas Carol, A (Scrooge) (1951)"
5210,Memphis Belle (1990)
5211,"Cincinnati Kid, The (1965)"
5212,Animal Factory (2000)
5213,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974)
5214,"Hitcher, The (1986)"
5215,Show Boat (1951)
5216,Fear X (2003)
5217,Freaks (1932)
5218,"Immigrant, The (1917)"
5219,Silent Movie (1976)
5220,Anna Christie (1930)
5221,Dr. Jekyll and Mr. Hyde (1931)
5222,Around the World in 80 Days (2004)
5223,Dodgeball: A True Underdog Story (2004)
5224,"Terminal, The (2004)"
5225,Dear Frankie (2004)
5226,White Chicks (2004)
5227,"Door in the Floor, The (2004)"
5228,"Notebook, The (2004)"
5229,Two Brothers (Deux frères) (2004)
5230,De-Lovely (2004)
5231,"Day at the Races, A (1937)"
5232,Bob & Carol & Ted & Alice (1969)
5233,"Claymation Christmas Celebration, A (1987)"
5234,"Happenstance (Battement d'ailes du papillon, Le) (2001)"
5235,Comandante (2003)
5236,Undead (2003)
5237,Into the Woods (1991)
5238,Pirates of Silicon Valley (1999)
5239,Manufacturing Consent: Noam Chomsky and the Media (1992)
5240,Mayor of the Sunset Strip (2003)
5241,Killing Me Softly (2002)
5242,"Philadelphia Experiment, The (1984)"
5243,Juice (1992)
5244,Revenge of the Pink Panther (1978)
5245,Angels with Dirty Faces (1938)
5246,Zero de conduite (Zero for Conduct) (Zéro de conduite: Jeunes diables au collège) (1933)
5247,Taxi (1998)
5248,Taxi 3 (2003)
5249,Tokyo Godfathers (2003)
5250,Our Hospitality (1923)
5251,All of Me (1984)
5252,"Farmer's Daughter, The (1947)"
5253,Overboard (1987)
5254,Butterfield 8 (1960)
5255,"Exterminating Angel, The (Ángel exterminador, El) (1962)"
5256,Fahrenheit 9/11 (2004)
5257,Roxanne (1987)
5258,Dr. Terror's House of Horrors (1965)
5259,Secret Society (2002)
5260,"Last Starfighter, The (1984)"
5261,Spider-Man 2 (2004)
5262,Before Sunset (2004)
5263,King Arthur (2004)
5264,Anchorman: The Legend of Ron Burgundy (2004)
5265,"Cinderella Story, A (2004)"
5266,"I, Robot (2004)"
5267,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)"
5268,Long Day's Journey Into Night (1962)
5269,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)"
5270,"Bourne Supremacy, The (2004)"
5271,Catwoman (2004)
5272,A Home at the End of the World (2004)
5273,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)"
5274,Flash Gordon Conquers the Universe (1940)
5275,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)"
5276,"Miracle of Marcelino, The (Marcelino pan y vino) (1955)"
5277,Slaughterhouse-Five (1972)
5278,"Bachelor and the Bobby-Soxer, The (1947)"
5279,Mr. Blandings Builds His Dream House (1948)
5280,My Favorite Wife (1940)
5281,"New Adventures of Pippi Longstocking, The (1988)"
5282,Night and Day (1946)
5283,"Snake Pit, The (1948)"
5284,"Super, The (1991)"
5285,"Leopard, The (Gattopardo, Il) (1963)"
5286,"Day of the Locust, The (1975)"
5287,To End All Wars (2001)
5288,"Woman Is a Woman, A (femme est une femme, Une) (1961)"
5289,Biggles (1986)
5290,"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)"
5291,Unprecedented: The 2000 Presidential Election (2002)
5292,"Prime of Miss Jean Brodie, The (1969)"
5293,My Voyage to Italy (Il mio viaggio in Italia) (1999)
5294,This Gun for Hire (1942)
5295,Sherlock Holmes: Terror by Night (1946)
5296,"Spy Who Came in from the Cold, The (1965)"
5297,Sherlock Holmes and the Secret Weapon (1942)
5298,Sherlock Holmes: The Woman in Green (1945)
5299,Sherlock Holmes: Dressed to Kill (1946)
5300,"Manchurian Candidate, The (2004)"
5301,Thunderbirds (2004)
5302,"Village, The (2004)"
5303,Garden State (2004)
5304,Musa the Warrior (Musa) (2001)
5305,"Funny Thing Happened on the Way to the Forum, A (1966)"
5306,Collateral (2004)
5307,Little Black Book (2004)
5308,Code 46 (2003)
5309,"Story of Women (Affaire de femmes, Une) (1988)"
5310,Harold and Kumar Go to White Castle (2004)
5311,"Princess Diaries 2: Royal Engagement, The (2004)"
5312,Danny Deckchair (2003)
5313,AVP: Alien vs. Predator (2004)
5314,We Don't Live Here Anymore (2004)
5315,Without a Paddle (2004)
5316,Exorcist: The Beginning (2004)
5317,"Bill Cosby, Himself (1983)"
5318,Anacondas: The Hunt for the Blood Orchid (2004)
5319,Suspect Zero (2004)
5320,Warriors of Heaven and Earth (Tian di ying xiong) (2003)
5321,Vanity Fair (2004)
5322,Paparazzi (2004)
5323,Wicker Park (2004)
5324,Alice Doesn't Live Here Anymore (1974)
5325,Who's That Knocking at My Door? (1967)
5326,Camera Buff (Amator) (1979)
5327,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)"
5328,Cellular (2004)
5329,Resident Evil: Apocalypse (2004)
5330,Mr. 3000 (2004)
5331,Sky Captain and the World of Tomorrow (2004)
5332,Wimbledon (2004)
5333,First Daughter (2004)
5334,"Forgotten, The (2004)"
5335,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
5336,Shaun of the Dead (2004)
5337,"Come Back, Little Sheba (1952)"
5338,Murder on the Orient Express (1974)
5339,Mask (1985)
5340,Orca: The Killer Whale (1977)
5341,1492: Conquest of Paradise (1992)
5342,Cannibal Holocaust (1980)
5343,Shark Tale (2004)
5344,Ladder 49 (2004)
5345,I Heart Huckabees (2004)
5346,Raise Your Voice (2004)
5347,Taxi (2004)
5348,Primer (2004)
5349,Stage Beauty (2004)
5350,Shall We Dance? (2004)
5351,Team America: World Police (2004)
5352,Eulogy (2004)
5353,P.S. (2004)
5354,"Country Girl, The (1954)"
5355,"Rose Tattoo, The (1955)"
5356,"Fearless Vampire Killers, The (1967)"
5357,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)"
5358,Bebe's Kids (1992)
5359,Friday Night Lights (2004)
5360,Tarnation (2003)
5361,"Final Cut, The (2004)"
5362,Being Julia (2004)
5363,Surviving Christmas (2004)
5364,"Grudge, The (2004)"
5365,Alfie (2004)
5366,Sideways (2004)
5367,The Machinist (2004)
5368,Vera Drake (2004)
5369,Falling Angels (2003)
5370,Lightning in a Bottle (2004)
5371,Undertow (2004)
5372,Saw (2004)
5373,Ray (2004)
5374,Birth (2004)
5375,"Incredibles, The (2004)"
5376,Callas Forever (2002)
5377,"Polar Express, The (2004)"
5378,Kinsey (2004)
5379,Seed of Chucky (Child's Play 5) (2004)
5380,After the Sunset (2004)
5381,Bridget Jones: The Edge of Reason (2004)
5382,Finding Neverland (2004)
5383,National Treasure (2004)
5384,Bad Education (La mala educación) (2004)
5385,"SpongeBob SquarePants Movie, The (2004)"
5386,Alexander (2004)
5387,Christmas with the Kranks (2004)
5388,Guerrilla: The Taking of Patty Hearst (2004)
5389,Closer (2004)
5390,I Am David (2003)
5391,House of Flying Daggers (Shi mian mai fu) (2004)
5392,Ocean's Twelve (2004)
5393,Blade: Trinity (2004)
5394,Bush's Brain (2004)
5395,Damn Yankees! (1958)
5396,That's Entertainment (1974)
5397,D.A.R.Y.L. (1985)
5398,Fire in the Sky (1993)
5399,"Invisible Man Returns, The (1940)"
5400,Love Me If You Dare (Jeux d'enfants) (2003)
5401,Control Room (2004)
5402,"Hunchback of Notre Dame, The (1923)"
5403,Sherlock Jr. (1924)
5404,"Freshman, The (1925)"
5405,Greed (1924)
5406,"Jazz Singer, The (1927)"
5407,"Steamboat Bill, Jr. (1928)"
5408,"Andalusian Dog, An (Chien andalou, Un) (1929)"
5409,Little Caesar (1931)
5410,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932)
5411,Scarface (1932)
5412,Dinner at Eight (1933)
5413,Gold Diggers of 1933 (1933)
5414,"Atalante, L' (1934)"
5415,Fury (1936)
5416,Libeled Lady (1936)
5417,Mr. Deeds Goes to Town (1936)
5418,Camille (1936)
5419,Captains Courageous (1937)
5420,Stage Door (1937)
5421,Holiday (1938)
5422,"Roaring Twenties, The (1939)"
5423,Wuthering Heights (1939)
5424,"Letter, The (1940)"
5425,Here Comes Mr. Jordan (1941)
5426,Random Harvest (1942)
5427,Tales of Manhattan (1942)
5428,Day of Wrath (Vredens dag) (1943)
5429,"Miracle of Morgan's Creek, The (1944)"
5430,Mr. Skeffington (1944)
5431,Great Expectations (1946)
5432,"Stranger, The (1946)"
5433,Easter Parade (1948)
5434,"Lady from Shanghai, The (1947)"
5435,"Three Musketeers, The (1948)"
5436,Unfaithfully Yours (1948)
5437,"Letter to Three Wives, A (1949)"
5438,Annie Get Your Gun (1950)
5439,King Solomon's Mines (1950)
5440,"Young and the Damned, The (Olvidados, Los) (1950)"
5441,"Star Is Born, A (1954)"
5442,The Wild One (1953)
5443,Confidential Report (1955)
5444,Night and Fog (Nuit et brouillard) (1955)
5445,Teacher's Pet (1958)
5446,"Human Condition II, The (Ningen no joken II) (1959)"
5447,Pickpocket (1959)
5448,When a Woman Ascends the Stairs (Onna ga kaidan wo agaru toki) (1960)
5449,"Human Condition III, The (Ningen no joken III) (1961)"
5450,Advise and Consent (1962)
5451,Harakiri (Seppuku) (1962)
5452,"Music Man, The (1962)"
5453,Mutiny on the Bounty (1962)
5454,"Carabineers, The (Carabiniers, Les) (1963)"
5455,"Hush... Hush, Sweet Charlotte (1964)"
5456,Onibaba (1964)
5457,Robinson Crusoe on Mars (1964)
5458,"Battle of Algiers, The (La battaglia di Algeri) (1966)"
5459,"Charlie Brown Christmas, A (1965)"
5460,Major Dundee (1965)
5461,"Thousand Clowns, A (1965)"
5462,Andrei Rublev (Andrey Rublyov) (1969)
5463,Au Hasard Balthazar (1966)
5464,Batman (1966)
5465,Closely Watched Trains (Ostre sledované vlaky) (1966)
5466,Tokyo Drifter (Tôkyô nagaremono) (1966)
5467,Branded to Kill (Koroshi no rakuin) (1967)
5468,Play Time (a.k.a. Playtime) (1967)
5469,Point Blank (1967)
5470,Titicut Follies (1967)
5471,Asterix and Cleopatra (Astérix et Cléopâtre) (1968)
5472,"Diamond Arm, The (Brilliantovaya ruka) (1968)"
5473,Sympathy for the Devil (1968)
5474,"Yours, Mine and Ours (1968)"
5475,"Claire's Knee (Genou de Claire, Le) (1970)"
5476,Performance (1970)
5477,"White Sun of the Desert, The (Beloe solntse pustyni) (1970)"
5478,Zabriskie Point (1970)
5479,Duel (1971)
5480,They Call Me Trinity (1971)
5481,"Topo, El (1970)"
5482,Dr. Phibes Rises Again (1972)
5483,Charley Varrick (1973)
5484,Dark Star (1974)
5485,Sisters (1973)
5486,Turkish Delight (Turks fruit) (1973)
5487,California Split (1974)
5488,Emmanuelle (1974)
5489,Gone in 60 Seconds (1974)
5490,"Holy Mountain, The (Montaña sagrada, La) (1973)"
5491,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) (1976)"
5492,French Connection II (1975)
5493,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)"
5494,"Passenger, The (Professione: reporter) (1975)"
5495,Trilogy of Terror (1975)
5496,1900 (Novecento) (1976)
5497,Futureworld (1976)
5498,Harlan County U.S.A. (1976)
5499,Silver Streak (1976)
5500,High Anxiety (1977)
5501,"New York, New York (1977)"
5502,"Turning Point, The (1977)"
5503,Five Deadly Venoms (1978)
5504,Last Hurrah for Chivalry (Hao xia) (1979)
5505,"Clonus Horror, The (1979)"
5506,Snake in the Eagle's Shadow (Se ying diu sau) (1978)
5507,Hair (1979)
5508,Love at First Bite (1979)
5509,"Hitch Hikers Guide to the Galaxy, The (1981)"
5510,Smiley's People (1982)
5511,Blue Thunder (1983)
5512,"Day After, The (1983)"
5513,Eddie Murphy Delirious (1983)
5514,"Norte, El (1984)"
5515,Twilight Zone: The Movie (1983)
5516,Boy Meets Girl (1984)
5517,Cloak & Dagger (1984)
5518,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)"
5519,"Silent Night, Deadly Night (1984)"
5520,"Times of Harvey Milk, The (1984)"
5521,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) (1984)
5522,Anne of Green Gables (1985)
5523,Death of a Salesman (1985)
5524,Ewoks: The Battle for Endor (1985)
5525,Police Story (Ging chaat goo si) (1985)
5526,"Quiet Earth, The (1985)"
5527,Spies Like Us (1985)
5528,White Nights (1985)
5529,'Round Midnight (1986)
5530,Club Paradise (1986)
5531,"Sacrifice, The (Offret - Sacraficatio) (1986)"
5532,"Better Tomorrow, A (Ying hung boon sik) (1986)"
5533,"Decalogue, The (Dekalog) (1989)"
5534,G.I. Joe: The Movie (1987)
5535,Hell Comes to Frogtown (1988)
5536,"Law of Desire (Ley del deseo, La) (1987)"
5537,Prince of Darkness (1987)
5538,"Chinese Ghost Story, A (Sinnui yauwan) (1987)"
5539,"Better Tomorrow II, A (Ying hung boon sik II) (1987)"
5540,"Bourne Identity, The (1988)"
5541,Dominick and Eugene (1988)
5542,Killer Klowns from Outer Space (1988)
5543,Moonwalker (1988)
5544,Alice (Neco z Alenky) (1988)
5545,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988)
5546,Lonesome Dove (1989)
5547,Kiki's Delivery Service (Majo no takkyûbin) (1989)
5548,Almost an Angel (1990)
5549,Cry-Baby (1990)
5550,Bullet in the Head (1990)
5551,Ghost Dad (1990)
5552,It (1990)
5553,Ju Dou (1990)
5554,"Krays, The (1990)"
5555,Lionheart (1990)
5556,Nuns on the Run (1990)
5557,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989)
5558,State of Grace (1990)
5559,35 Up (1991)
5560,Days of Being Wild (A Fei jingjyuhn) (1990)
5561,Begotten (1990)
5562,Dutch (1991)
5563,Hearts of Darkness: A Filmmakers Apocalypse (1991)
5564,Johnny Stecchino (1991)
5565,Riki-Oh: The Story of Ricky (Lik Wong) (1991)
5566,Mannequin 2: On the Move (1991)
5567,Only Yesterday (Omohide poro poro) (1991)
5568,Other People's Money (1991)
5569,Quigley Down Under (1990)
5570,Prime Suspect 2 (1992)
5571,Captain America (1990)
5572,City Hunter (Sing si lip yan) (1993)
5573,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)
5574,"Stolen Children (Ladro di bambini, Il) (1992)"
5575,Ladybugs (1992)
5576,"Mambo Kings, The (1992)"
5577,Shining Through (1992)
5578,Sidekicks (1992)
5579,"Heart in Winter, A (Un coeur en hiver) (1992)"
5580,Visions of Light: The Art of Cinematography (1992)
5581,Bad Boy Bubby (1993)
5582,Barbarians at the Gate (1993)
5583,Fortress (1992)
5584,Mr. Nanny (1993)
5585,"Snapper, The (1993)"
5586,Sonatine (Sonachine) (1993)
5587,"Stand, The (1994)"
5588,"Darkman II: Return of Durant, The (1995)"
5589,Freaked (1993)
5590,Fist of Legend (Jing wu ying xiong) (1994)
5591,Major League II (1994)
5592,My Father the Hero (1994)
5593,"Pure Formality, A (Pura formalità, Una) (1994)"
5594,"Langoliers, The (1995)"
5595,"Last Wedding, The (Kivenpyörittäjän kylä) (1995)"
5596,Last of the Dogmen (1995)
5597,Whisper of the Heart (Mimi wo sumaseba) (1995)
5598,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994)
5599,"Summer's Tale, A (Conte d'été) (1996)"
5600,"Late Shift, The (1996)"
5601,Pusher (1996)
5602,Emma (1996)
5603,"Boxer, The (1997)"
5604,Gummo (1997)
5605,Nirvana (1997)
5606,"Lion King II: Simba's Pride, The (1998)"
5607,From the Earth to the Moon (1998)
5608,Beowulf (1999)
5609,RKO 281 (1999)
5610,From Dusk Till Dawn 2: Texas Blood Money (1999) 
5611,Gia (1998)
5612,Thursday (1998)
5613,Who Am I? (Wo shi shei) (1998)
5614,Merlin (1998)
5615,Brave New World (1998)
5616,Addams Family Reunion (1998)
5617,Purgatory (1999)
5618,Bleeder (1999)
5619,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001)
5620,Candyman 3: Day of the Dead (1999)
5621,"Batman/Superman Movie, The (1998)"
5622,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)"
5623,Style Wars (1983)
5624,In July (Im Juli) (2000)
5625,Kirikou and the Sorceress (Kirikou et la sorcière) (1998)
5626,Taxi 2 (2000)
5627,If These Walls Could Talk 2 (2000)
5628,"10th Kingdom, The (2000)"
5629,"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)"
5630,2046 (2004)
5631,Bartleby (2001)
5632,Batman Beyond: Return of the Joker (2000)
5633,Audition (Ôdishon) (1999)
5634,"Nine Lives of Tomas Katz, The (2000)"
5635,Monday (2000)
5636,Paradise Lost 2: Revelations (2000)
5637,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002)
5638,Daria: Is It Fall Yet? (2000)
5639,Late Night Shopping (2001)
5640,61* (2001)
5641,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000)
5642,Ripley's Game (2002)
5643,Jalla! Jalla! (2000)
5644,Teknolust (2002)
5645,"Accidental Spy, The (Dak miu mai shing) (2001)"
5646,Darkness (2002)
5647,Blood: The Last Vampire (2000)
5648,Blueberry (2004)
5649,American Psycho II: All American Girl (2002)
5650,Ali G Indahouse (2002)
5651,Dead or Alive 2: Tôbôsha (2000)
5652,Cube 2: Hypercube (2002)
5653,Pulse (Kairo) (2001)
5654,Dog Days (Hundstage) (2001)
5655,My Sassy Girl (Yeopgijeogin geunyeo) (2001)
5656,Nothing (2003)
5657,Undertaking Betty (Plots with a View) (2002)
5658,Dead or Alive: Final (2002)
5659,Fubar (2002)
5660,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) (2001)"
5661,Dead End (2003)
5662,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002)
5663,Jesus Christ Vampire Hunter (2001)
5664,Suicide Club (Jisatsu saakuru) (2001)
5665,Battlestar Galactica (2003)
5666,"Sound of Thunder, A (2005)"
5667,"Lion King 1½, The (2004)"
5668,Oasis (2002)
5669,Remember Me (Ricordati di me) (2003)
5670,"Animatrix, The (2003)"
5671,"Brown Bunny, The (2003)"
5672,Ju-on: The Curse (2000)
5673,11:14 (2003)
5674,Tremors 4: The Legend Begins (2004)
5675,Bring It On Again (2004)
5676,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)"
5677,And Starring Pancho Villa as Himself (2003)
5678,Nicotina (2003)
5679,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003)
5680,In Hell (2003)
5681,Lemony Snicket's A Series of Unfortunate Events (2004)
5682,Helen of Troy (2003)
5683,"Green Butchers, The (Grønne slagtere, De) (2003)"
5684,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)"
5685,Last Life in the Universe (Ruang rak noi nid mahasan) (2003)
5686,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004)
5687,"Cat Returns, The (Neko no ongaeshi) (2002)"
5688,"Twilight Samurai, The (Tasogare Seibei) (2002)"
5689,"Facing Windows (Finestra di fronte, La) (2003)"
5690,Ginger Snaps: Unleashed (2004)
5691,'Salem's Lot (2004)
5692,Comic Book: The Movie (2004)
5693,Intimate Strangers (Confidences trop intimes) (2004)
5694,Down to the Bone (2004)
5695,Ju-on: The Grudge (2002)
5696,Old Boy (2003)
5697,Red Lights (Feux rouges) (2004)
5698,Ginger Snaps Back: The Beginning (2004)
5699,One Missed Call (Chakushin ari) (2003)
5700,"Jacket, The (2005)"
5701,Millions (2004)
5702,Starship Troopers 2: Hero of the Federation (2004)
5703,Ong-Bak: The Thai Warrior (Ong Bak) (2003)
5704,Infernal Affairs 2 (Mou gaan dou II) (2003)
5705,"Sea Inside, The (Mar adentro) (2004)"
5706,Spanglish (2004)
5707,"Chorus, The (Choristes, Les) (2004)"
5708,Saints and Soldiers (2003)
5709,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)"
5710,"Interpreter, The (2005)"
5711,Open Water (2003)
5712,Touch of Pink (2004)
5713,Slasher (2004)
5714,"Bobby Jones, Stroke of Genius (2004)"
5715,Layer Cake (2004)
5716,"Return, The (Vozvrashcheniye) (2003)"
5717,Flight of the Phoenix (2004)
5718,Mean Creek (2004)
5719,"Ring Two, The (2005)"
5720,"Corporation, The (2003)"
5721,"Yes Men, The (2003)"
5722,Azumi (2003)
5723,In My Father's Den (2004)
5724,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) (2004)
5725,Metallica: Some Kind of Monster (2004)
5726,Born into Brothels (2004)
5727,DiG! (2004)
5728,Riding Giants (2004)
5729,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004)
5730,"Scanner Darkly, A (2006)"
5731,Casshern (2004)
5732,Outfoxed: Rupert Murdoch's War on Journalism (2004)
5733,Million Dollar Baby (2004)
5734,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003)
5735,Hotel Rwanda (2004)
5736,Charlie and the Chocolate Factory (2005)
5737,3-Iron (Bin-jip) (2004)
5738,"Life Aquatic with Steve Zissou, The (2004)"
5739,"Aviator, The (2004)"
5740,"Phantom of the Opera, The (2004)"
5741,Beyond the Sea (2004)
5742,"Woodsman, The (2004)"
5743,In Good Company (2004)
5744,Meet the Fockers (2004)
5745,"Assassination of Richard Nixon, The (2004)"
5746,"Love Song for Bobby Long, A (2004)"
5747,"Merchant of Venice, The (2004)"
5748,Fat Albert (2004)
5749,"Keys to the House, The (Chiavi di casa, Le) (2004)"
5750,In the Realms of the Unreal (2004)
5751,White Noise (2005)
5752,"Upside of Anger, The (2005)"
5753,Little Miss Marker (1980)
5754,Sweet Liberty (1986)
5755,I Remember Mama (1948)
5756,Smooth Talk (1985)
5757,Out Cold (1989)
5758,Man Trouble (1992)
5759,Battles Without Honor & Humanity (Jingi naki tatakai) (1973)
5760,Stander (2003)
5761,Imaginary Heroes (2004)
5762,Sergeant York (1941)
5763,Ruby & Quentin (Tais-toi!) (2003)
5764,Wizards (1977)
5765,"Life and Death of Peter Sellers, The (2004)"
5766,Appleseed (Appurushîdo) (2004)
5767,"Many Adventures of Winnie the Pooh, The (1977)"
5768,Elektra (2005)
5769,Racing Stripes (2005)
5770,Coach Carter (2005)
5771,Boys Town (1938)
5772,Gold Diggers of 1935 (1935)
5773,Rocco and His Brothers (Rocco e i suoi fratelli) (1960)
5774,Memories of Murder (Salinui chueok) (2003)
5775,"Chase, The (1994)"
5776,"Downfall (Untergang, Der) (2004)"
5777,Assault on Precinct 13 (2005)
5778,Are We There Yet? (2005)
5779,Alone in the Dark (2005)
5780,Hide and Seek (2005)
5781,Boogeyman (2005)
5782,"Wedding Date, The (2005)"
5783,Rory O'Shea Was Here (Inside I'm Dancing) (2004)
5784,Nobody Knows (Dare mo shiranai) (2004)
5785,Employee of the Month (2004)
5786,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)"
5787,"Trou, Le (Hole, The) (Night Watch, The) (1960)"
5788,Double Dragon (1994)
5789,Hands Off the Loot (Touchez pas au grisbi) (1954)
5790,Purple Butterfly (Zi hudie) (2003)
5791,El Cid (1961)
5792,Howl's Moving Castle (Hauru no ugoku shiro) (2004)
5793,Steamboy (Suchîmubôi) (2004)
5794,Gorgeous (Boh lee chun) (1999)
5795,Hitch (2005)
5796,Uncle Nino (2003)
5797,Bride & Prejudice (2004)
5798,Constantine (2005)
5799,Son of the Mask (2005)
5800,Because of Winn-Dixie (2005)
5801,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) (2004)
5802,Bunny Lake Is Missing (1965)
5803,Night Watch (Nochnoy dozor) (2004)
5804,Sons of the Desert (1933)
5805,Man of the House (2005)
5806,Kung Fu Hustle (Gong fu) (2004)
5807,Zelary (2003)
5808,Dr. Giggles (1992)
5809,"Seven-Per-Cent Solution, The (1976)"
5810,"Three Musketeers, The (1973)"
5811,Royal Flash (1975)
